id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
1316,厚木市,厚木市妻田南2丁目,129,,18,,137,,85,,183,,552
1317,厚木市,厚木市妻田北1丁目,88,,13,,295,,205,,132,,733
1318,厚木市,厚木市妻田北2丁目,137,,122,,116,,228,,242,,845
1319,厚木市,厚木市妻田北3丁目,224,,239,,22,,69,,145,,699
1320,厚木市,厚木市妻田北4丁目,269,,80,,153,,229,,181,,912
1321,厚木市,厚木市三田南1丁目,282,,82,,128,,137,,151,,780
1322,厚木市,厚木市三田南2丁目,89,,213,,29,,140,,135,,606
1323,厚木市,厚木市三田南3丁目,110,,161,,144,,133,,9,,557
1324,厚木市,厚木市寿町1丁目,68,,198,,276,,48,,60,,650
1325,厚木市,厚木市寿町2丁目,21,,128,,127,,136,,17,,429
1326,厚木市,厚木市寿町3丁目,148,,244,,144,,233,,131,,900
1327,厚木市,厚木市松枝1丁目,181,,287,,141,,104,,172,,885
1328,厚木市,厚木市松枝2丁目,61,,253,,65,,145,,107,,631
1329,厚木市,厚木市森の里1丁目,17,,152,,50,,243,,151,,613
1330,厚木市,厚木市森の里2丁目,61,,40,,77,,228,,49,,455
1331,厚木市,厚木市森の里3丁目,78,,236,,101,,35,,255,,705
1332,厚木市,厚木市森の里4丁目,181,,119,,0,,272,,263,,835
1333,厚木市,厚木市森の里5丁目,1,,268,,140,,266,,234,,909
1334,厚木市,厚木市水引1丁目,39,,64,,184,,294,,185,,766
1335,厚木市,厚木市水引2丁目,146,,204,,138,,177,,70,,735
1336,厚木市,厚木市中町1丁目,282,,145,,1,,111,,285,,824
1337,厚木市,厚木市中町2丁目,58,,55,,45,,25,,213,,396
1338,厚木市,厚木市中町3丁目,297,,127,,35,,283,,259,,1001
1339,厚木市,厚木市中町4丁目,294,,116,,0,,71,,231,,712
1340,厚木市,厚木市鳶尾1丁目,223,,130,,155,,160,,284,,952
1341,厚木市,厚木市鳶尾2丁目,280,,34,,232,,141,,155,,842
1342,厚木市,厚木市鳶尾3丁目,35,,7,,14,,35,,65,,156
1343,厚木市,厚木市鳶尾4丁目,261,,285,,274,,98,,47,,965
1344,厚木市,厚木市鳶尾5丁目,161,,263,,228,,193,,220,,1065
1345,厚木市,厚木市毛利台1丁目,257,,19,,191,,148,,245,,860
1346,厚木市,厚木市毛利台2丁目,209,,24,,46,,216,,165,,660
1347,厚木市,厚木市毛利台3丁目,0,,206,,166,,151,,173,,696
1348,厚木市,厚木市緑ケ丘1丁目,77,,249,,222,,268,,283,,1099
1349,厚木市,厚木市緑ケ丘2丁目,291,,245,,46,,163,,131,,876
1350,厚木市,厚木市緑ケ丘3丁目,82,,88,,68,,95,,46,,379
1351,厚木市,厚木市緑ケ丘4丁目,163,,119,,240,,264,,274,,1060
1352,厚木市,厚木市緑ケ丘5丁目,106,,240,,211,,238,,108,,903
1353,厚木市,厚木市林1丁目,232,,144,,267,,27,,165,,835
1354,厚木市,厚木市林2丁目,97,,155,,46,,2,,228,,528
1355,厚木市,厚木市林3丁目,117,,300,,167,,88,,245,,917
1356,厚木市,厚木市林4丁目,39,,211,,280,,242,,162,,934
1357,厚木市,厚木市林5丁目,95,,31,,236,,268,,284,,914
1358,秦野市,秦野市ひばりケ丘,170,,4,,73,,210,,271,,728
1359,秦野市,秦野市羽根,93,,210,,153,,125,,46,,627
1360,秦野市,秦野市栄町,75,,223,,50,,126,,129,,603
1361,秦野市,秦野市横野,165,,30,,243,,28,,229,,695
1362,秦野市,秦野市下大槻,159,,286,,238,,136,,12,,831
1363,秦野市,秦野市下落合,190,,20,,105,,117,,123,,555
1364,秦野市,秦野市河原町,140,,4,,100,,71,,126,,441
1365,秦野市,秦野市曲松,297,,113,,219,,59,,180,,868
1366,秦野市,秦野市元町,226,,243,,222,,124,,31,,846
1367,秦野市,秦野市戸川,19,,121,,258,,5,,49,,452
1368,秦野市,秦野市幸町,221,,217,,154,,150,,228,,970
1369,秦野市,秦野市今川町,194,,43,,208,,92,,230,,767
1370,秦野市,秦野市今泉,176,,194,,75,,67,,32,,544
1371,秦野市,秦野市今泉台,135,,141,,2,,235,,15,,528
1372,秦野市,秦野市桜町,278,,108,,123,,184,,228,,921
1373,秦野市,秦野市三屋,39,,111,,65,,224,,105,,544
1374,秦野市,秦野市三廻部,62,,29,,238,,18,,236,,583
1375,秦野市,秦野市寺山,75,,10,,200,,184,,134,,603
1376,秦野市,秦野市室町,57,,47,,194,,266,,151,,715
1377,秦野市,秦野市若松町,299,,67,,79,,233,,269,,947
1378,秦野市,秦野市寿町,258,,35,,16,,202,,218,,729
1379,秦野市,秦野市渋沢,66,,146,,168,,298,,226,,904
1380,秦野市,秦野市渋沢上,279,,79,,77,,226,,33,,694
1381,秦野市,秦野市春日町,240,,60,,160,,33,,225,,718
1382,秦野市,秦野市小蓑毛,272,,41,,172,,250,,226,,961
1383,秦野市,秦野市松原町,276,,203,,296,,246,,103,,1124
1384,秦野市,秦野市沼代新町,281,,14,,209,,23,,190,,717
1385,秦野市,秦野市菖蒲,220,,99,,113,,0,,172,,604
1386,秦野市,秦野市上今川町,97,,118,,172,,225,,191,,803
1387,秦野市,秦野市上大槻,229,,56,,11,,155,,22,,473
1388,秦野市,秦野市新町,15,,242,,158,,26,,270,,711
1389,秦野市,秦野市水神町,111,,137,,136,,233,,5,,622
1390,秦野市,秦野市清水町,221,,159,,248,,215,,54,,897
1391,秦野市,秦野市西大竹,235,,105,,84,,296,,257,,977
1392,秦野市,秦野市西田原,22,,249,,220,,184,,141,,816
1393,秦野市,秦野市千村,264,,192,,6,,82,,127,,671
1394,秦野市,秦野市曽屋,0,,150,,244,,76,,23,,493
1395,秦野市,秦野市大秦町,186,,245,,135,,102,,272,,940
1396,秦野市,秦野市丹沢寺山,51,,194,,66,,21,,234,,566
1397,秦野市,秦野市鶴巻,286,,204,,164,,268,,38,,960
1398,秦野市,秦野市鶴巻南,159,,17,,151,,191,,153,,671
1399,秦野市,秦野市鶴巻北,18,,273,,54,,278,,50,,673
1400,秦野市,秦野市東田原,122,,182,,192,,166,,102,,764
1401,秦野市,秦野市栃窪,270,,17,,170,,289,,52,,798
1402,秦野市,秦野市南が丘,88,,202,,152,,99,,211,,752
1403,秦野市,秦野市南矢名,48,,199,,229,,173,,267,,916
1404,秦野市,秦野市入船町,68,,209,,64,,290,,176,,807
1405,秦野市,秦野市萩が丘,136,,252,,256,,191,,84,,919
1406,秦野市,秦野市八沢,157,,295,,16,,135,,35,,638
1407,秦野市,秦野市尾尻,296,,94,,181,,32,,154,,757
1408,秦野市,秦野市富士見町,259,,201,,149,,278,,147,,1034
1409,秦野市,秦野市文京町,148,,244,,93,,263,,112,,860
1410,秦野市,秦野市平沢,162,,22,,176,,228,,268,,856
1411,秦野市,秦野市並木町,24,,297,,131,,218,,230,,900
1412,秦野市,秦野市菩提,233,,11,,127,,135,,190,,696
1413,秦野市,秦野市北矢名,60,,176,,210,,265,,131,,842
1414,秦野市,秦野市堀山下,49,,44,,67,,10,,126,,296
1415,秦野市,秦野市堀西,65,,120,,102,,111,,130,,528
1416,秦野市,秦野市堀川,57,,156,,28,,45,,245,,531
1417,秦野市,秦野市本町,30,,129,,241,,295,,56,,751
1418,秦野市,秦野市末広町,106,,283,,161,,296,,261,,1107
1419,秦野市,秦野市蓑毛,31,,235,,51,,40,,86,,443
1420,秦野市,秦野市名古木,176,,260,,264,,207,,167,,1074
1421,秦野市,秦野市弥生町,77,,129,,205,,36,,233,,680
1422,秦野市,秦野市柳川,132,,149,,107,,293,,96,,777
1423,秦野市,秦野市柳町,202,,180,,145,,106,,161,,794
1424,秦野市,秦野市落合,282,,222,,132,,229,,45,,910
1425,秦野市,秦野市立野台,261,,272,,168,,22,,252,,975
1426,秦野市,秦野市緑町,165,,133,,77,,273,,17,,665
1427,秦野市,秦野市鈴張町,12,,99,,255,,171,,145,,682
1428,秦野市,秦野市曲松1丁目,8,,155,,52,,247,,2,,464
1429,秦野市,秦野市曲松2丁目,252,,32,,23,,260,,79,,646
1430,秦野市,秦野市今泉台1丁目,41,,273,,169,,183,,64,,730
1431,秦野市,秦野市今泉台2丁目,103,,61,,51,,74,,87,,376
1432,秦野市,秦野市今泉台3丁目,274,,146,,108,,282,,13,,823
1433,秦野市,秦野市桜町1丁目,44,,282,,15,,82,,113,,536
1434,秦野市,秦野市桜町2丁目,204,,225,,117,,269,,171,,986
1435,秦野市,秦野市渋沢1丁目,139,,270,,255,,16,,116,,796
1436,秦野市,秦野市渋沢2丁目,297,,261,,26,,9,,260,,853
1437,秦野市,秦野市渋沢3丁目,129,,232,,61,,289,,204,,915
1438,秦野市,秦野市渋沢上1丁目,223,,117,,74,,108,,282,,804
1439,秦野市,秦野市渋沢上2丁目,66,,23,,177,,168,,156,,590
1440,秦野市,秦野市千村1丁目,186,,141,,179,,215,,97,,818
1441,秦野市,秦野市千村2丁目,228,,158,,40,,108,,265,,799
1442,秦野市,秦野市千村3丁目,151,,296,,80,,158,,237,,922
1443,秦野市,秦野市千村4丁目,179,,12,,71,,104,,160,,526
1444,秦野市,秦野市千村5丁目,157,,205,,83,,185,,227,,857
1445,秦野市,秦野市曽屋1丁目,172,,244,,148,,170,,233,,967
1446,秦野市,秦野市曽屋2丁目,263,,23,,253,,196,,109,,844
1447,秦野市,秦野市鶴巻南1丁目,121,,3,,81,,295,,168,,668
1448,秦野市,秦野市鶴巻南2丁目,130,,177,,282,,255,,272,,1116
1449,秦野市,秦野市鶴巻南3丁目,163,,87,,84,,99,,92,,525
1450,秦野市,秦野市鶴巻南4丁目,283,,40,,280,,6,,137,,746
1451,秦野市,秦野市鶴巻南5丁目,87,,86,,148,,216,,255,,792
1452,秦野市,秦野市鶴巻北1丁目,166,,204,,107,,226,,25,,728
1453,秦野市,秦野市鶴巻北2丁目,120,,119,,101,,201,,136,,677
1454,秦野市,秦野市鶴巻北3丁目,134,,178,,227,,257,,167,,963
1455,秦野市,秦野市南が丘1丁目,277,,2,,300,,165,,93,,837
1456,秦野市,秦野市南が丘2丁目,149,,206,,106,,208,,178,,847
1457,秦野市,秦野市南が丘3丁目,299,,87,,94,,223,,157,,860
1458,秦野市,秦野市南が丘4丁目,89,,28,,259,,127,,208,,711
1459,秦野市,秦野市南が丘5丁目,36,,79,,225,,283,,212,,835
1460,秦野市,秦野市南矢名1丁目,72,,113,,245,,259,,255,,944
1461,秦野市,秦野市南矢名2丁目,103,,15,,268,,138,,33,,557
1462,秦野市,秦野市南矢名3丁目,295,,195,,266,,14,,199,,969
1463,秦野市,秦野市南矢名4丁目,286,,82,,278,,217,,179,,1042
1464,秦野市,秦野市南矢名5丁目,160,,28,,40,,183,,255,,666
1465,秦野市,秦野市堀川稲荷森,290,,89,,141,,204,,93,,817
1466,秦野市,秦野市本町1丁目,249,,102,,111,,270,,260,,992
1467,秦野市,秦野市本町2丁目,288,,140,,228,,174,,86,,916
1468,秦野市,秦野市本町3丁目,271,,11,,153,,229,,281,,945
1469,秦野市,秦野市柳町1丁目,199,,265,,137,,277,,165,,1043
1470,秦野市,秦野市柳町2丁目,222,,299,,55,,151,,295,,1022
1471,秦野市,秦野市立野台1丁目,116,,211,,227,,5,,176,,735
1472,秦野市,秦野市立野台2丁目,39,,255,,144,,219,,237,,894
1473,秦野市,秦野市立野台3丁目,216,,200,,299,,122,,100,,937
1474,小田原市,小田原市井細田,277,,3,,252,,231,,78,,841
1475,小田原市,小田原市羽根尾,181,,82,,10,,10,,161,,444
1476,小田原市,小田原市栄町,172,,75,,222,,13,,205,,687
1477,小田原市,小田原市永塚,199,,79,,41,,116,,17,,452
1478,小田原市,小田原市延清,182,,33,,47,,77,,254,,593
1479,小田原市,小田原市荻窪,297,,17,,7,,108,,62,,491
1480,小田原市,小田原市下新田,58,,245,,36,,25,,263,,627
1481,小田原市,小田原市下大井,261,,99,,189,,25,,105,,679
1482,小田原市,小田原市下堀,147,,104,,58,,49,,284,,642
1483,小田原市,小田原市鴨宮,83,,266,,264,,289,,100,,1002
1484,小田原市,小田原市栢山,177,,277,,34,,94,,267,,849
1485,小田原市,小田原市鬼柳,234,,17,,241,,6,,191,,689
1486,小田原市,小田原市久野,272,,58,,80,,30,,87,,527
1487,小田原市,小田原市桑原,158,,65,,254,,86,,225,,788
1488,小田原市,小田原市穴部,164,,31,,250,,136,,21,,602
1489,小田原市,小田原市穴部新田,286,,185,,192,,20,,55,,738
1490,小田原市,小田原市江之浦,88,,217,,99,,111,,80,,595
1491,小田原市,小田原市高田,37,,86,,68,,285,,196,,672
1492,小田原市,小田原市国府津,241,,238,,228,,76,,176,,959
1493,小田原市,小田原市根府川,274,,218,,203,,131,,127,,953
1494,小田原市,小田原市山西,168,,113,,174,,266,,204,,925
1495,小田原市,小田原市酒匂,200,,44,,210,,192,,42,,688
1496,小田原市,小田原市寿町,289,,138,,287,,138,,116,,968
1497,小田原市,小田原市十,200,,236,,92,,202,,71,,801
1498,小田原市,小田原市小船,110,,235,,117,,82,,278,,822
1499,小田原市,小田原市小台,296,,139,,177,,183,,267,,1062
1500,小田原市,小田原市小竹,80,,208,,152,,209,,65,,714
1501,小田原市,小田原市小八幡,189,,269,,296,,262,,235,,1251
1502,小田原市,小田原市沼代,82,,69,,68,,299,,193,,711
1503,小田原市,小田原市上新田,164,,146,,24,,125,,180,,639
1504,小田原市,小田原市上曽我,21,,175,,92,,204,,40,,532
1505,小田原市,小田原市上町,13,,172,,291,,145,,166,,787
1506,小田原市,小田原市城山,214,,129,,24,,139,,157,,663
1507,小田原市,小田原市城内,12,,112,,132,,150,,165,,571
1508,小田原市,小田原市新屋,165,,59,,41,,22,,17,,304
1509,小田原市,小田原市水之尾,51,,65,,160,,202,,199,,677
1510,小田原市,小田原市成田,209,,284,,132,,97,,38,,760
1511,小田原市,小田原市清水新田,70,,263,,33,,267,,177,,810
1512,小田原市,小田原市西酒匂,271,,152,,17,,266,,97,,803
1513,小田原市,小田原市西大友,19,,43,,25,,144,,210,,441
1514,小田原市,小田原市石橋,278,,181,,134,,282,,6,,881
1515,小田原市,小田原市千代,63,,152,,262,,137,,13,,627
1516,小田原市,小田原市扇町,5,,106,,270,,295,,3,,679
1517,小田原市,小田原市前川,115,,178,,38,,8,,42,,381
1518,小田原市,小田原市曽我岸,202,,237,,67,,59,,110,,675
1519,小田原市,小田原市曽我原,160,,140,,127,,54,,97,,578
1520,小田原市,小田原市曽我光海,10,,147,,143,,198,,287,,785
1521,小田原市,小田原市曽我大沢,148,,53,,265,,199,,299,,964
1522,小田原市,小田原市曽我谷津,143,,41,,234,,126,,168,,712
1523,小田原市,小田原市曽我別所,91,,294,,108,,99,,84,,676
1524,小田原市,小田原市曽比,201,,199,,222,,229,,49,,900
1525,小田原市,小田原市早川,294,,36,,60,,41,,79,,510
1526,小田原市,小田原市多古,27,,220,,300,,293,,3,,843
1527,小田原市,小田原市谷津,253,,58,,278,,264,,79,,932
1528,小田原市,小田原市池上,186,,32,,192,,291,,57,,758
1529,小田原市,小田原市中新田,292,,17,,168,,276,,252,,1005
1530,小田原市,小田原市中曽根,228,,49,,180,,228,,149,,834
1531,小田原市,小田原市中村原,99,,145,,293,,44,,59,,640
1532,小田原市,小田原市中町,135,,145,,20,,77,,192,,569
1533,小田原市,小田原市中里,223,,94,,31,,91,,190,,629
1534,小田原市,小田原市田島,279,,96,,210,,105,,249,,939
1535,小田原市,小田原市東ケ丘,12,,233,,73,,124,,84,,526
1536,小田原市,小田原市東大友,223,,130,,134,,144,,197,,828
1537,小田原市,小田原市東町,180,,102,,38,,72,,55,,447
1538,小田原市,小田原市南鴨宮,40,,239,,262,,280,,207,,1028
1539,小田原市,小田原市南町,150,,177,,105,,67,,180,,679
1540,小田原市,小田原市南板橋,31,,167,,291,,60,,210,,759
1541,小田原市,小田原市入生田,190,,133,,261,,196,,99,,879
1542,小田原市,小田原市板橋,141,,47,,62,,170,,199,,619
1543,小田原市,小田原市飯泉,178,,151,,289,,78,,157,,853
1544,小田原市,小田原市飯田岡,259,,153,,181,,203,,106,,902
1545,小田原市,小田原市浜町,167,,299,,94,,205,,124,,889
1546,小田原市,小田原市府川,184,,27,,262,,174,,105,,752
1547,小田原市,小田原市風祭,232,,49,,75,,233,,242,,831
1548,小田原市,小田原市米神,284,,86,,38,,267,,51,,726
1549,小田原市,小田原市別堀,262,,29,,123,,122,,31,,567
1550,小田原市,小田原市北ノ窪,258,,198,,31,,4,,163,,654
1551,小田原市,小田原市堀之内,88,,92,,293,,60,,27,,560
1552,小田原市,小田原市本町,101,,164,,118,,24,,276,,683
1553,小田原市,小田原市矢作,156,,27,,58,,156,,31,,428
1554,小田原市,小田原市柳新田,266,,157,,127,,43,,293,,886
1555,小田原市,小田原市緑,9,,289,,185,,281,,0,,764
1556,小田原市,小田原市蓮正寺,56,,300,,1,,27,,156,,540
1557,小田原市,小田原市栄町1丁目,134,,76,,158,,284,,284,,936
1558,小田原市,小田原市栄町2丁目,119,,265,,23,,9,,47,,463
1559,小田原市,小田原市栄町3丁目,135,,203,,154,,49,,16,,557
1560,小田原市,小田原市栄町4丁目,69,,146,,113,,38,,65,,431
1561,小田原市,小田原市鴨宮宝町,269,,277,,112,,172,,160,,990
1562,小田原市,小田原市高田柳町,241,,142,,109,,6,,56,,554
1563,小田原市,小田原市国府津1丁目,65,,183,,87,,118,,106,,559
1564,小田原市,小田原市国府津2丁目,193,,95,,264,,95,,83,,730
1565,小田原市,小田原市国府津3丁目,191,,142,,33,,39,,142,,547
1566,小田原市,小田原市国府津4丁目,89,,173,,161,,233,,26,,682
1567,小田原市,小田原市国府津5丁目,110,,101,,219,,138,,153,,721
1568,小田原市,小田原市酒匂1丁目,289,,265,,105,,139,,155,,953
1569,小田原市,小田原市酒匂2丁目,44,,222,,289,,209,,250,,1014
1570,小田原市,小田原市酒匂3丁目,186,,128,,146,,76,,169,,705
1571,小田原市,小田原市酒匂4丁目,299,,156,,284,,288,,61,,1088
1572,小田原市,小田原市酒匂5丁目,282,,99,,269,,287,,176,,1113
1573,小田原市,小田原市酒匂6丁目,153,,18,,130,,162,,221,,684
1574,小田原市,小田原市酒匂7丁目,229,,244,,61,,151,,152,,837
1575,小田原市,小田原市寿町1丁目,118,,262,,255,,110,,174,,919
1576,小田原市,小田原市寿町2丁目,131,,87,,68,,238,,214,,738
1577,小田原市,小田原市寿町3丁目,221,,171,,195,,227,,52,,866
1578,小田原市,小田原市寿町4丁目,150,,280,,98,,228,,202,,958
1579,小田原市,小田原市寿町5丁目,233,,163,,255,,222,,293,,1166
1580,小田原市,小田原市十4丁目,188,,91,,69,,257,,15,,620
1581,小田原市,小田原市小八幡1丁目,150,,66,,136,,187,,111,,650
1582,小田原市,小田原市小八幡2丁目,192,,239,,232,,212,,75,,950
1583,小田原市,小田原市小八幡3丁目,294,,185,,92,,111,,190,,872
1584,小田原市,小田原市小八幡4丁目,228,,165,,196,,145,,116,,850
1585,小田原市,小田原市城山1丁目,121,,251,,173,,231,,127,,903
1586,小田原市,小田原市城山2丁目,36,,149,,149,,16,,288,,638
1587,小田原市,小田原市城山3丁目,67,,93,,139,,252,,165,,716
1588,小田原市,小田原市城山4丁目,227,,290,,287,,113,,66,,983
1589,小田原市,小田原市西酒匂1丁目,131,,184,,136,,294,,61,,806
1590,小田原市,小田原市西酒匂2丁目,1,,226,,276,,253,,125,,881
1591,小田原市,小田原市西酒匂3丁目,125,,163,,114,,180,,42,,624
1592,小田原市,小田原市扇町1丁目,198,,195,,154,,170,,184,,901
1593,小田原市,小田原市扇町2丁目,268,,212,,266,,276,,22,,1044
1594,小田原市,小田原市扇町3丁目,132,,291,,150,,296,,59,,928
1595,小田原市,小田原市扇町4丁目,157,,176,,25,,207,,80,,645
1596,小田原市,小田原市扇町5丁目,244,,206,,73,,3,,93,,619
1597,小田原市,小田原市扇町6丁目,220,,248,,162,,49,,230,,909
1598,小田原市,小田原市早川1丁目,121,,288,,55,,195,,294,,953
1599,小田原市,小田原市早川2丁目,89,,288,,49,,47,,264,,737
1600,小田原市,小田原市早川3丁目,62,,44,,194,,255,,248,,803
1601,小田原市,小田原市中町1丁目,97,,125,,20,,185,,137,,564
1602,小田原市,小田原市中町2丁目,264,,23,,52,,284,,195,,818
1603,小田原市,小田原市中町3丁目,3,,37,,289,,131,,252,,712
1604,小田原市,小田原市東町1丁目,36,,45,,7,,8,,21,,117
1605,小田原市,小田原市東町2丁目,174,,187,,218,,250,,83,,912
1606,小田原市,小田原市東町3丁目,192,,94,,181,,88,,7,,562
1607,小田原市,小田原市東町4丁目,239,,65,,7,,137,,131,,579
1608,小田原市,小田原市東町5丁目,149,,71,,126,,80,,56,,482
1609,小田原市,小田原市南鴨宮1丁目,218,,298,,170,,268,,152,,1106
1610,小田原市,小田原市南鴨宮2丁目,156,,56,,65,,171,,40,,488
1611,小田原市,小田原市南鴨宮3丁目,6,,249,,181,,299,,227,,962
1612,小田原市,小田原市南町1丁目,17,,66,,61,,252,,256,,652
1613,小田原市,小田原市南町2丁目,90,,27,,197,,9,,25,,348
1614,小田原市,小田原市南町3丁目,95,,17,,13,,249,,175,,549
1615,小田原市,小田原市南町4丁目,96,,244,,232,,226,,81,,879
1616,小田原市,小田原市南板橋2丁目,89,,289,,10,,216,,69,,673
1617,小田原市,小田原市飯泉下河原,174,,24,,59,,222,,189,,668
1618,小田原市,小田原市飯泉丹花前,24,,132,,136,,270,,196,,758
1619,小田原市,小田原市飯泉田中前,0,,57,,80,,210,,22,,369
1620,小田原市,小田原市浜町1丁目,221,,40,,10,,287,,86,,644
1621,小田原市,小田原市浜町2丁目,82,,273,,71,,4,,185,,615
1622,小田原市,小田原市浜町3丁目,158,,150,,191,,211,,59,,769
1623,小田原市,小田原市浜町4丁目,54,,148,,68,,128,,204,,602
1624,小田原市,小田原市本町1丁目,290,,61,,183,,295,,212,,1041
1625,小田原市,小田原市本町2丁目,79,,266,,104,,53,,113,,615
1626,小田原市,小田原市本町3丁目,231,,249,,235,,139,,83,,937
1627,小田原市,小田原市本町4丁目,71,,91,,234,,207,,168,,771
1628,小田原市,小田原市緑4丁目,288,,86,,94,,237,,49,,754
1629,南足柄市,南足柄市雨坪,11,,137,,206,,268,,94,,716
1630,南足柄市,南足柄市苅野,122,,252,,227,,91,,211,,903
1631,南足柄市,南足柄市関本,83,,96,,280,,245,,159,,863
1632,南足柄市,南足柄市岩原,3,,125,,151,,139,,288,,706
1633,南足柄市,南足柄市駒形新宿,245,,102,,18,,61,,6,,432
1634,南足柄市,南足柄市向田,69,,273,,285,,263,,133,,1023
1635,南足柄市,南足柄市広町,234,,300,,53,,120,,196,,903
1636,南足柄市,南足柄市弘西寺,185,,54,,127,,192,,115,,673
1637,南足柄市,南足柄市三竹,158,,143,,225,,270,,41,,837
1638,南足柄市,南足柄市狩野,127,,153,,145,,242,,245,,912
1639,南足柄市,南足柄市小市,292,,233,,46,,159,,161,,891
1640,南足柄市,南足柄市沼田,38,,63,,114,,259,,71,,545
1641,南足柄市,南足柄市生駒,122,,21,,131,,266,,70,,610
1642,南足柄市,南足柄市千津島,74,,39,,186,,228,,267,,794
1643,南足柄市,南足柄市大雄町,117,,238,,271,,243,,216,,1085
1644,南足柄市,南足柄市竹松,257,,91,,135,,183,,25,,691
1645,南足柄市,南足柄市中沼,155,,138,,48,,74,,174,,589
1646,南足柄市,南足柄市塚原,190,,183,,132,,223,,167,,895
1647,南足柄市,南足柄市怒田,188,,108,,146,,186,,142,,770
1648,南足柄市,南足柄市内山,200,,95,,299,,19,,219,,832
1649,南足柄市,南足柄市班目,111,,231,,277,,69,,132,,820
1650,南足柄市,南足柄市飯沢,273,,25,,119,,61,,238,,716
1651,南足柄市,南足柄市福泉,180,,225,,127,,115,,143,,790
1652,南足柄市,南足柄市矢倉沢,193,,10,,260,,100,,99,,662
1653,南足柄市,南足柄市和田河原,218,,6,,166,,214,,88,,692
1654,南足柄市,南足柄市壗下,88,,77,,133,,38,,176,,512
1655,伊勢原市,伊勢原市粟窪,153,,81,,178,,17,,182,,611
1656,伊勢原市,伊勢原市伊勢原,225,,144,,218,,231,,90,,908
1657,伊勢原市,伊勢原市岡崎,234,,293,,148,,190,,179,,1044
1658,伊勢原市,伊勢原市下糟屋,96,,12,,207,,1,,282,,598
1659,伊勢原市,伊勢原市下谷,65,,150,,182,,236,,210,,843
1660,伊勢原市,伊勢原市下平間,173,,248,,152,,218,,281,,1072
1661,伊勢原市,伊勢原市下落合,57,,270,,117,,137,,225,,806
1662,伊勢原市,伊勢原市歌川,156,,21,,132,,10,,287,,606
1663,伊勢原市,伊勢原市笠窪,13,,30,,0,,89,,60,,192
1664,伊勢原市,伊勢原市串橋,172,,103,,70,,206,,43,,594
1665,伊勢原市,伊勢原市見附島,255,,145,,231,,299,,117,,1047
1666,伊勢原市,伊勢原市高森,57,,200,,200,,127,,290,,874
1667,伊勢原市,伊勢原市高森台,249,,267,,57,,241,,139,,953
1668,伊勢原市,伊勢原市桜台,25,,76,,258,,45,,103,,507
1669,伊勢原市,伊勢原市三ノ宮,246,,107,,191,,235,,174,,953
1670,伊勢原市,伊勢原市子易,274,,19,,160,,282,,268,,1003
1671,伊勢原市,伊勢原市小稲葉,167,,208,,293,,291,,284,,1243
1672,伊勢原市,伊勢原市沼目,175,,111,,274,,103,,261,,924
1673,伊勢原市,伊勢原市上谷,202,,242,,152,,254,,53,,903
1674,伊勢原市,伊勢原市上粕屋,244,,224,,199,,60,,280,,1007
1675,伊勢原市,伊勢原市上平間,57,,34,,36,,35,,176,,338
1676,伊勢原市,伊勢原市神戸,102,,222,,251,,207,,181,,963
1677,伊勢原市,伊勢原市西富岡,78,,42,,73,,232,,142,,567
1678,伊勢原市,伊勢原市石田,97,,170,,65,,73,,177,,582
1679,伊勢原市,伊勢原市善波,9,,153,,243,,285,,175,,865
1680,伊勢原市,伊勢原市大山,162,,99,,276,,248,,228,,1013
1681,伊勢原市,伊勢原市大住台,22,,120,,39,,17,,44,,242
1682,伊勢原市,伊勢原市池端,62,,95,,227,,20,,258,,662
1683,伊勢原市,伊勢原市坪ノ内,159,,83,,215,,246,,9,,712
1684,伊勢原市,伊勢原市田中,164,,279,,187,,136,,266,,1032
1685,伊勢原市,伊勢原市東成瀬,148,,75,,205,,7,,237,,672
1686,伊勢原市,伊勢原市東大竹,62,,31,,2,,241,,42,,378
1687,伊勢原市,伊勢原市東富岡,173,,66,,39,,100,,44,,422
1688,伊勢原市,伊勢原市日向,213,,292,,289,,283,,48,,1125
1689,伊勢原市,伊勢原市白根,180,,196,,45,,293,,139,,853
1690,伊勢原市,伊勢原市八幡台,178,,160,,118,,0,,280,,736
1691,伊勢原市,伊勢原市板戸,38,,211,,241,,234,,128,,852
1692,伊勢原市,伊勢原市鈴川,122,,41,,70,,27,,21,,281
1693,伊勢原市,伊勢原市伊勢原1丁目,232,,44,,9,,284,,80,,649
1694,伊勢原市,伊勢原市伊勢原2丁目,61,,84,,41,,109,,22,,317
1695,伊勢原市,伊勢原市伊勢原3丁目,152,,109,,13,,31,,168,,473
1696,伊勢原市,伊勢原市伊勢原4丁目,203,,241,,47,,206,,81,,778
1697,伊勢原市,伊勢原市歌川1丁目,266,,235,,190,,6,,139,,836
1698,伊勢原市,伊勢原市歌川2丁目,99,,45,,96,,276,,154,,670
1699,伊勢原市,伊勢原市歌川3丁目,226,,140,,118,,97,,288,,869
1700,伊勢原市,伊勢原市高森1丁目,277,,92,,251,,288,,108,,1016
1701,伊勢原市,伊勢原市高森2丁目,248,,69,,135,,83,,149,,684
1702,伊勢原市,伊勢原市高森3丁目,269,,10,,10,,62,,40,,391
1703,伊勢原市,伊勢原市高森4丁目,99,,62,,56,,136,,146,,499
